# Frequency(cm-1)   Transmittance
4459.432216   0.177820
4462.628814   0.204956
4465.825413   0.236234
4469.022011   0.272079
4472.218609   0.312827
4475.415208   0.358666
4478.611806   0.409540
4481.808404   0.465057
4485.005003   0.524410
4488.201601   0.586327
4491.398199   0.649107
4494.594797   0.710737
4497.791396   0.769096
4500.987994   0.822239
4504.184592   0.868627
4507.381191   0.907335
4510.577789   0.938095
4513.774387   0.961245
4516.970985   0.977595
4520.167584   0.988221
4523.364182   0.994328
4526.560780   0.997079
4529.757379   0.997533
4532.953977   0.996587
4536.150575   0.994952
4539.347174   0.993180
4542.543772   0.991650
4545.740370   0.990613
4548.936968   0.990198
4552.133567   0.990429
4555.330165   0.991254
4558.526763   0.992533
4561.723362   0.994074
4564.919960   0.995628
4568.116558   0.996896
4571.313157   0.997556
4574.509755   0.997250
4577.706353   0.995626
4580.902951   0.992328
4584.099550   0.987028
4587.296148   0.979448
4590.492746   0.969358
4593.689345   0.956616
4596.885943   0.941159
4600.082541   0.923020
4603.279140   0.902327
4606.475738   0.879285
4609.672336   0.854181
4612.868934   0.827349
4616.065533   0.799161
4619.262131   0.770007
4622.458729   0.740266
4625.655328   0.710307
4628.851926   0.680457
4632.048524   0.651011
4635.245123   0.622216
4638.441721   0.594270
4641.638319   0.567334
4644.834917   0.541521
4648.031516   0.516910
4651.228114   0.493550
4654.424712   0.471457
4657.621311   0.450636
4660.817909   0.431062
4664.014507   0.412707
4667.211106   0.395531
4670.407704   0.379482
4673.604302   0.364513
4676.800900   0.350566
4679.997499   0.337588
4683.194097   0.325524
4686.390695   0.314318
4689.587294   0.303922
4692.783892   0.294284
4695.980490   0.285357
4699.177089   0.277099
4702.373687   0.269466
4705.570285   0.262422
4708.766883   0.255928
4711.963482   0.249954
4715.160080   0.244468
4718.356678   0.239440
4721.553277   0.234849
4724.749875   0.230666
4727.946473   0.226873
4731.143072   0.223451
4734.339670   0.220378
4737.536268   0.217644
4740.732866   0.215229
4743.929465   0.213124
4747.126063   0.211316
4750.322661   0.209795
4753.519260   0.208553
4756.715858   0.207582
4759.912456   0.206875
4763.109055   0.206428
4766.305653   0.206234
4769.502251   0.206294
4772.698849   0.206602
4775.895448   0.207157
4779.092046   0.207961
4782.288644   0.209011
4785.485243   0.210311
4788.681841   0.211860
4791.878439   0.213664
4795.075038   0.215725
4798.271636   0.218047
4801.468234   0.220638
4804.664832   0.223500
4807.861431   0.226643
4811.058029   0.230075
4814.254627   0.233802
4817.451226   0.237837
4820.647824   0.242187
4823.844422   0.246865
4827.041021   0.251883
4830.237619   0.257251
4833.434217   0.262986
4836.630815   0.269100
4839.827414   0.275609
4843.024012   0.282529
4846.220610   0.289875
4849.417209   0.297666
4852.613807   0.305916
4855.810405   0.314646
4859.007004   0.323873
4862.203602   0.333613
4865.400200   0.343888
4868.596798   0.354710
4871.793397   0.366100
4874.989995   0.378073
4878.186593   0.390641
4881.383192   0.403821
4884.579790   0.417618
4887.776388   0.432043
4890.972986   0.447100
4894.169585   0.462786
4897.366183   0.479101
4900.562781   0.496031
4903.759380   0.513563
4906.955978   0.531673
4910.152576   0.550329
4913.349175   0.569498
4916.545773   0.589127
4919.742371   0.609166
4922.938969   0.629548
4926.135568   0.650197
4929.332166   0.671036
4932.528764   0.691967
4935.725363   0.712898
4938.921961   0.733723
4942.118559   0.754328
4945.315158   0.774609
4948.511756   0.794444
4951.708354   0.813728
4954.904952   0.832349
4958.101551   0.850204
4961.298149   0.867204
4964.494747   0.883257
4967.691346   0.898299
4970.887944   0.912270
4974.084542   0.925125
4977.281141   0.936842
4980.477739   0.947404
4983.674337   0.956820
4986.870935   0.965106
4990.067534   0.972294
4993.264132   0.978432
4996.460730   0.983568
4999.657329   0.987774
5002.853927   0.991114
5006.050525   0.993665
5009.247124   0.995509
5012.443722   0.996720
5015.640320   0.997385
5018.836918   0.997577
5022.033517   0.997375
5025.230115   0.996856
5028.426713   0.996081
5031.623312   0.995125
5034.819910   0.994039
5038.016508   0.992880
5041.213107   0.991701
5044.409705   0.990538
5047.606303   0.989438
5050.802901   0.988425
5053.999500   0.987531
5057.196098   0.986780
5060.392696   0.986182
5063.589295   0.985759
5066.785893   0.985510
5069.982491   0.985443
5073.179090   0.985558
5076.375688   0.985845
5079.572286   0.986303
5082.768884   0.986912
5085.965483   0.987659
5089.162081   0.988527
5092.358679   0.989487
5095.555278   0.990522
5098.751876   0.991595
5101.948474   0.992680
5105.145073   0.993745
5108.341671   0.994748
5111.538269   0.995661
5114.734867   0.996438
5117.931466   0.997043
5121.128064   0.997437
5124.324662   0.997575
5127.521261   0.997426
5130.717859   0.996941
5133.914457   0.996090
5137.111056   0.994836
5140.307654   0.993142
5143.504252   0.990985
5146.700850   0.988331
5149.897449   0.985163
5153.094047   0.981461
5156.290645   0.977208
5159.487244   0.972404
5162.683842   0.967035
5165.880440   0.961110
5169.077039   0.954635
5172.273637   0.947618
5175.470235   0.940084
5178.666833   0.932045
5181.863432   0.923535
5185.060030   0.914582
5188.256628   0.905215
5191.453227   0.895478
5194.649825   0.885402
5197.846423   0.875033
5201.043022   0.864412
5204.239620   0.853576
5207.436218   0.842577
5210.632816   0.831448
5213.829415   0.820237
5217.026013   0.808982
5220.222611   0.797720
5223.419210   0.786494
5226.615808   0.775332
5229.812406   0.764273
5233.009005   0.753346
5236.205603   0.742576
5239.402201   0.731998
5242.598799   0.721625
5245.795398   0.711487
5248.991996   0.701599
5252.188594   0.691978
5255.385193   0.682643
5258.581791   0.673601
5261.778389   0.664869
5264.974987   0.656454
5268.171586   0.648362
5271.368184   0.640605
5274.564782   0.633181
5277.761381   0.626101
5280.957979   0.619364
5284.154577   0.612973
5287.351176   0.606932
5290.547774   0.601236
5293.744372   0.595893
5296.940970   0.590896
5300.137569   0.586246
5303.334167   0.581946
5306.530765   0.577988
5309.727364   0.574377
5312.923962   0.571107
5316.120560   0.568176
5319.317159   0.565588
5322.513757   0.563333
5325.710355   0.561416
5328.906953   0.559833
5332.103552   0.558580
5335.300150   0.557661
5338.496748   0.557068
5341.693347   0.556806
5344.889945   0.556870
5348.086543   0.557258
5351.283142   0.557976
5354.479740   0.559014
5357.676338   0.560379
5360.872936   0.562067
5364.069535   0.564076
5367.266133   0.566412
5370.462731   0.569066
5373.659330   0.572045
5376.855928   0.575346
5380.052526   0.578966
5383.249125   0.582911
5386.445723   0.587172
5389.642321   0.591757
5392.838919   0.596658
5396.035518   0.601876
5399.232116   0.607413
5402.428714   0.613259
5405.625313   0.619420
5408.821911   0.625887
5412.018509   0.632657
5415.215108   0.639731
5418.411706   0.647094
5421.608304   0.654749
5424.804902   0.662684
5428.001501   0.670890
5431.198099   0.679363
5434.394697   0.688084
5437.591296   0.697050
5440.787894   0.706242
5443.984492   0.715646
5447.181091   0.725251
5450.377689   0.735029
5453.574287   0.744972
5456.770885   0.755052
5459.967484   0.765248
5463.164082   0.775541
5466.360680   0.785896
5469.557279   0.796298
5472.753877   0.806710
5475.950475   0.817105
5479.147074   0.827459
5482.343672   0.837730
5485.540270   0.847899
5488.736868   0.857926
5491.933467   0.867780
5495.130065   0.877436
5498.326663   0.886852
5501.523262   0.896011
5504.719860   0.904874
5507.916458   0.913416
5511.113057   0.921617
5514.309655   0.929443
5517.506253   0.936885
5520.702851   0.943915
5523.899450   0.950520
5527.096048   0.956692
5530.292646   0.962411
5533.489245   0.967684
5536.685843   0.972496
5539.882441   0.976853
5543.079040   0.980760
5546.275638   0.984214
5549.472236   0.987238
5552.668834   0.989831
5555.865433   0.992015
5559.062031   0.993809
5562.258629   0.995222
5565.455228   0.996289
5568.651826   0.997019
5571.848424   0.997443
5575.045023   0.997588
5578.241621   0.997468
5581.438219   0.997126
5584.634817   0.996572
5587.831416   0.995840
5591.028014   0.994958
5594.224612   0.993941
5597.421211   0.992828
5600.617809   0.991630
5603.814407   0.990376
5607.011006   0.989091
5610.207604   0.987785
5613.404202   0.986493
5616.600800   0.985218
5619.797399   0.983985
5622.993997   0.982812
5626.190595   0.981701
5629.387194   0.980682
5632.583792   0.979750
5635.780390   0.978925
5638.976988   0.978214
5642.173587   0.977615
5645.370185   0.977149
5648.566783   0.976805
5651.763382   0.976596
5654.959980   0.976520
5658.156578   0.976572
5661.353177   0.976763
5664.549775   0.977076
5667.746373   0.977517
5670.942971   0.978080
5674.139570   0.978750
5677.336168   0.979535
5680.532766   0.980409
5683.729365   0.981376
5686.925963   0.982421
5690.122561   0.983525
5693.319160   0.984690
5696.515758   0.985885
5699.712356   0.987109
5702.908954   0.988343
5706.105553   0.989563
5709.302151   0.990768
5712.498749   0.991924
5715.695348   0.993025
5718.891946   0.994051
5722.088544   0.994975
5725.285143   0.995796
5728.481741   0.996477
5731.678339   0.997014
5734.874937   0.997385
5738.071536   0.997567
5741.268134   0.997559
5744.464732   0.997327
5747.661331   0.996871
5750.857929   0.996172
5754.054527   0.995213
5757.251126   0.993998
5760.447724   0.992498
5763.644322   0.990724
5766.840920   0.988661
5770.037519   0.986301
5773.234117   0.983656
5776.430715   0.980708
5779.627314   0.977474
5782.823912   0.973950
5786.020510   0.970137
5789.217109   0.966057
5792.413707   0.961700
5795.610305   0.957093
5798.806903   0.952238
5802.003502   0.947148
5805.200100   0.941850
5808.396698   0.936341
5811.593297   0.930655
5814.789895   0.924800
5817.986493   0.918794
5821.183092   0.912666
5824.379690   0.906419
5827.576288   0.900089
5830.772886   0.893685
5833.969485   0.887227
5837.166083   0.880745
5840.362681   0.874240
5843.559280   0.867749
5846.755878   0.861279
5849.952476   0.854848
5853.149075   0.848485
5856.345673   0.842186
5859.542271   0.835987
5862.738869   0.829891
5865.935468   0.823913
5869.132066   0.818076
5872.328664   0.812375
5875.525263   0.806842
5878.721861   0.801474
5881.918459   0.796284
5885.115058   0.791291
5888.311656   0.786485
5891.508254   0.781895
5894.704852   0.777514
5897.901451   0.773351
5901.098049   0.769424
5904.294647   0.765718
5907.491246   0.762260
5910.687844   0.759038
5913.884442   0.756061
5917.081041   0.753342
5920.277639   0.750865
5923.474237   0.748654
5926.670835   0.746697
5929.867434   0.744998
5933.064032   0.743569
5936.260630   0.742393
5939.457229   0.741492
5942.653827   0.740851
5945.850425   0.740475
5949.047024   0.740373
5952.243622   0.740527
5955.440220   0.740958
5958.636818   0.741649
5961.833417   0.742603
5965.030015   0.743830
5968.226613   0.745308
5971.423212   0.747059
5974.619810   0.749062
5977.816408   0.751322
5981.013007   0.753844
5984.209605   0.756606
5987.406203   0.759627
5990.602801   0.762887
5993.799400   0.766385
5996.995998   0.770128
6000.192596   0.774089
6003.389195   0.778287
6006.585793   0.782696
6009.782391   0.787316
6012.978989   0.792149
6016.175588   0.797165
6019.372186   0.802382
6022.568784   0.807769
6025.765383   0.813324
6028.961981   0.819044
6032.158579   0.824896
6035.355178   0.830894
6038.551776   0.837003
6041.748374   0.843218
6044.944972   0.849533
6048.141571   0.855909
6051.338169   0.862359
6054.534767   0.868842
6057.731366   0.875350
6060.927964   0.881874
6064.124562   0.888372
6067.321161   0.894854
6070.517759   0.901277
6073.714357   0.907631
6076.910955   0.913905
6080.107554   0.920055
6083.304152   0.926094
6086.500750   0.931974
6089.697349   0.937689
6092.893947   0.943230
6096.090545   0.948552
6099.287144   0.953674
6102.483742   0.958549
6105.680340   0.963178
6108.876938   0.967554
6112.073537   0.971638
6115.270135   0.975457
6118.466733   0.978967
6121.663332   0.982181
6124.859930   0.985097
6128.056528   0.987688
6131.253127   0.989988
6134.449725   0.991962
6137.646323   0.993633
6140.842921   0.995005
6144.039520   0.996060
6147.236118   0.996843
6150.432716   0.997323
6153.629315   0.997530
6156.825913   0.997480
6160.022511   0.997177
6163.219110   0.996649
6166.415708   0.995881
6169.612306   0.994912
6172.808904   0.993759
6176.005503   0.992414
6179.202101   0.990934
6182.398699   0.989296
6185.595298   0.987544
6188.791896   0.985694
6191.988494   0.983739
6195.185093   0.981738
6198.381691   0.979666
6201.578289   0.977568
6204.774887   0.975455
6207.971486   0.973322
6211.168084   0.971224
6214.364682   0.969133
6217.561281   0.967092
6220.757879   0.965109
6223.954477   0.963175
6227.151076   0.961342
6230.347674   0.959577
6233.544272   0.957921
6236.740870   0.956377
6239.937469   0.954931
6243.134067   0.953634
6246.330665   0.952445
6249.527264   0.951404
6252.723862   0.950507
6255.920460   0.949739
6259.117059   0.949145
6262.313657   0.948679
6265.510255   0.948379
6268.706853   0.948237
6271.903452   0.948232
6275.100050   0.948407
6278.296648   0.948710
6281.493247   0.949179
6284.689845   0.949797
6287.886443   0.950543
6291.083042   0.951455
6294.279640   0.952477
6297.476238   0.953644
6300.672836   0.954934
6303.869435   0.956324
6307.066033   0.957849
6310.262631   0.959446
6313.459230   0.961151
6316.655828   0.962936
6319.852426   0.964775
6323.049025   0.966700
6326.245623   0.968645
6329.442221   0.970644
6332.638819   0.972665
6335.835418   0.974680
6339.032016   0.976720
6342.228614   0.978713
6345.425213   0.980697
6348.621811   0.982633
6351.818409   0.984494
6355.015008   0.986312
6358.211606   0.988012
6361.408204   0.989633
6364.604802   0.991136
6367.801401   0.992496
6370.997999   0.993745
6374.194597   0.994808
6377.391196   0.995731
6380.587794   0.996473
6383.784392   0.997015
6386.980990   0.997392
6390.177589   0.997531
6393.374187   0.997487
6396.570785   0.997218
6399.767384   0.996715
6402.963982   0.996017
6406.160580   0.995056
6409.357179   0.993894
6412.553777   0.992495
6415.750375   0.990857
6418.946973   0.989025
6422.143572   0.986936
6425.340170   0.984663
6428.536768   0.982170
6431.733367   0.979465
6434.929965   0.976599
6438.126563   0.973512
6441.323162   0.970285
6444.519760   0.966885
6447.716358   0.963326
6450.912956   0.959663
6454.109555   0.955838
6457.306153   0.951939
6460.502751   0.947930
6463.699350   0.943833
6466.895948   0.939701
6470.092546   0.935477
6473.289145   0.931254
6476.485743   0.926992
6479.682341   0.922715
6482.878939   0.918476
6486.075538   0.914217
6489.272136   0.910029
6492.468734   0.905872
6495.665333   0.901768
6498.861931   0.897768
6502.058529   0.893810
6505.255128   0.889988
6508.451726   0.886253
6511.648324   0.882629
6514.844922   0.879163
6518.041521   0.875791
6521.238119   0.872604
6524.434717   0.869549
6527.631316   0.866649
6530.827914   0.863948
6534.024512   0.861377
6537.221111   0.859029
6540.417709   0.856842
6543.614307   0.854842
6546.810905   0.853068
6550.007504   0.851448
6553.204102   0.850074
6556.400700   0.848880
6559.597299   0.847891
6562.793897   0.847143
6565.990495   0.846560
6569.187094   0.846236
6572.383692   0.846098
6575.580290   0.846172
6578.776888   0.846492
6581.973487   0.846976
6585.170085   0.847722
6588.366683   0.848648
6591.563282   0.849783
6594.759880   0.851157
6597.956478   0.852684
6601.153077   0.854464
6604.349675   0.856408
6607.546273   0.858546
6610.742871   0.860904
6613.939470   0.863392
6617.136068   0.866113
6620.332666   0.868969
6623.529265   0.871991
6626.725863   0.875204
6629.922461   0.878509
6633.119060   0.882013
6636.315658   0.885611
6639.512256   0.889333
6642.708854   0.893201
6645.905453   0.897112
6649.102051   0.901173
6652.298649   0.905272
6655.495248   0.909440
6658.691846   0.913695
6661.888444   0.917929
6665.085043   0.922254
6668.281641   0.926544
6671.478239   0.930840
6674.674837   0.935151
6677.871436   0.939367
6681.068034   0.943604
6684.264632   0.947729
6687.461231   0.951787
6690.657829   0.955785
6693.854427   0.959611
6697.051026   0.963387
6700.247624   0.966973
6703.444222   0.970424
6706.640820   0.973744
6709.837419   0.976821
6713.034017   0.979790
6716.230615   0.982501
6719.427214   0.985024
6722.623812   0.987362
6725.820410   0.989407
6729.017009   0.991305
6732.213607   0.992904
6735.410205   0.994286
6738.606803   0.995456
6741.803402   0.996313
6745.000000   0.997014
